ID,text,response,av,ac,pr,ui,s,c,i,a
CVE-2016-10249,"Integer overflow in the jpc_dec_tiledecode function in jpc_dec.c in JasPer before 1.900.12 allows remote attackers to have unspecified impact via a crafted image file, which triggers a heap-based buffer overflow.

PROBLEM TYPE: Integer overflow
AFFECTED COMPONENTS: jpc_dec_tiledecode function in jpc_dec.c in JasPer before 1.900.12
IMPACT: Unspecified impact
ATTACK VECTOR: Crafted image file causing heap-based buffer overflow

This vulnerability in JasPer could potentially be exploited by remote attackers through a specially crafted image file, leading to a heap-based buffer overflow. The integer overflow in the jpc_dec_tiledecode function could result in unspecified impact, posing a risk to the security and stability of the affected software components.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-1025,"MEMORY CORRUPTION in Adobe Flash Player on Windows, OS X, and Linux allows attackers to execute arbitrary code or cause a denial of service when unspecified vectors are exploited. This vulnerability, identified as CVE-2016-1025, affects versions before 18.0.0.343 and 19.x through 21.x on Windows and OS X, as well as versions before 11.2.202.616 on Linux. It is distinct from other vulnerabilities such as CVE-2016-1012, CVE-2016-1020, CVE-2016-1021, CVE-2016-1022, CVE-2016-1023, CVE-2016-1024, CVE-2016-1026, CVE-2016-1027, CVE-2016-1028, CVE-2016-1029, CVE-2016-1032, and CVE-2016-1033.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10250,"NULL pointer dereference in jp2_colr_destroy function in JasPer before 1.900.13 allows remote attackers to cause a denial of service by leveraging incorrect cleanup of JP2 box data on error. This vulnerability exists due to an incomplete fix for CVE-2016-8887. 

PROBLEM TYPE: NULL pointer dereference
AFFECTED COMPONENTS: jp2_colr_destroy function in jp2_cod.c in JasPer before 1.900.13
IMPACT: Denial of service
ATTACK VECTOR: Remote attackers exploiting incorrect cleanup of JP2 box data on error","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-10251,"Integer overflow in the jpc_pi_nextcprl function in jpc_t2cod.c in JasPer before 1.900.20 allows remote attackers to have unspecified impact via a crafted file, which triggers use of an uninitialized value.

PROBLEM TYPE: Integer overflow
AFFECTED COMPONENTS: jpc_pi_nextcprl function in jpc_t2cod.c in JasPer before 1.900.20
IMPACT: Unspecified impact
ATTACK VECTOR: Crafting a malicious file

This vulnerability in JasPer before version 1.900.20 is due to an integer overflow in the jpc_pi_nextcprl function. By exploiting this flaw, remote attackers can manipulate a crafted file to trigger the use of an uninitialized value, leading to unspecified impact. This vulnerability can be exploited by attackers through the attack vector of crafting a malicious file.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10252,"Memory leak in the IsOptionMember function in ImageMagick before 6.9.2-2 allows attackers to trigger memory consumption. This vulnerability falls under the category of memory consumption attacks. The impact of this vulnerability is that it can lead to excessive memory usage, potentially causing denial of service or system instability. The affected software component is ImageMagick before version 6.9.2-2. Attackers can exploit this vulnerability by providing specially crafted input to the IsOptionMember function, leading to memory leaks and increased memory consumption.","av: L
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",L,L,N,N,U,N,N,H
CVE-2016-10253,"HEAP OVERFLOW in Erlang/OTP 18.x causes arbitrary memory read and write in erts_alloc arena when compiling regular expressions with a malformed extpattern. This vulnerability allows attackers to potentially execute arbitrary code or crash the system. The affected software component is Erlang/OTP 18.x. Attackers can exploit this vulnerability by crafting a malicious regular expression and passing it to the Erlang compiler, leading to a heap overflow and potential memory corruption.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-10254,"MEMORY ALLOCATION FAILURE in allocate_elf function in elfutils before 0.168 causes DENIAL OF SERVICE when processing CRAFTED ELF FILE. This vulnerability allows REMOTE ATTACKERS to crash the system by triggering a memory allocation failure. The affected software component is elfutils before version 0.168. Attackers can exploit this vulnerability by sending a specially crafted ELF file to the target system, leading to a denial of service condition.","av: N
ac: L
pr: N
ui: R
s: U
c: N
i: N
a: H",N,L,N,R,U,N,N,H
CVE-2016-10255,"MEMORY CORRUPTION in elfutils library causes DENIAL OF SERVICE when CRAFTED ELF HEADER VALUE is provided.

The vulnerability in the __libelf_set_rawdata_wrlock function in elf_getdata.c in elfutils before 0.168 allows remote attackers to trigger a memory allocation failure by providing a crafted (1) sh_off or (2) sh_size ELF header value. This vulnerability can be exploited by an attacker to crash the affected system, leading to a denial of service condition.

COMPONENTS AFFECTED:
- elfutils library versions before 0.168

ATTACK VECTOR:
- Remote attackers can exploit this vulnerability by providing a specially crafted ELF header value, specifically manipulating the sh_off or sh_size fields.

IMPACT:
- Successful exploitation of this vulnerability can result in a denial of service condition, causing the affected system to crash. This could potentially lead to service disruption and impact the availability of the system.","av: N
ac: L
pr: N
ui: R
s: U
c: N
i: N
a: H",N,L,N,R,U,N,N,H
CVE-2016-10256,"Reflected Cross-Site Scripting (XSS) vulnerability in Symantec ProxySG 6.5 (prior to 6.5.10.6), 6.6, and 6.7 (prior to 6.7.2.1) management console allows remote attackers to inject arbitrary JavaScript code into the management console web client application. This vulnerability can be exploited through a crafted management console URL in a phishing attack. The impact of this vulnerability is that an attacker can execute malicious scripts within the context of the user's browser, potentially leading to unauthorized actions or data theft.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: N",N,L,N,R,U,H,H,N
CVE-2016-10257,"Reflected Cross-Site Scripting (XSS) vulnerability in Symantec Advanced Secure Gateway (ASG) 6.6, ASG 6.7 (prior to 6.7.2.1), ProxySG 6.5 (prior to 6.5.10.6), ProxySG 6.6, and ProxySG 6.7 (prior to 6.7.2.1) management console allows remote attackers to inject arbitrary JavaScript code into the management console web client application via a crafted management console URL in a phishing attack. This vulnerability can lead to unauthorized access, data theft, and potential compromise of the affected systems.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10258,"Unrestricted file upload vulnerability in the Symantec Advanced Secure Gateway (ASG) and ProxySG management consoles allows a malicious appliance administrator to upload arbitrary malicious files to the management console. This can lead to a scenario where another administrator user is tricked into downloading and executing the malicious code. This type of attack falls under the category of Unrestricted File Upload in the affected components of Symantec ASG and ProxySG management consoles. The impact of this vulnerability is severe as it enables an attacker to execute arbitrary code on the system, potentially leading to unauthorized access, data theft, or system compromise. The attack vector for this vulnerability involves the malicious administrator uploading the malicious files to the management console and then convincing another administrator user to download and execute them.","av: A
ac: L
pr: H
ui: R
s: U
c: H
i: H
a: H",A,L,H,R,U,H,H,H
CVE-2016-10259,"Denial-of-Service vulnerability in Symantec SSL Visibility (SSLV) versions 3.8.4FC, 3.9, 3.10 before 3.10.4.1, and 3.11 before 3.11.3.1 allows a malicious SSL client to exhaust the TCP connection pool of SSL servers for intercepted SSL connections. This vulnerability, categorized as a Denial-of-Service attack, impacts the SSL servers, leading to a temporary unavailability of services. The attack vector involves a malicious SSL client exploiting certain circumstances to overwhelm the TCP connection pool of the SSL server.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-1026,"MEMORY CORRUPTION in Adobe Flash Player on Windows, OS X, and Linux allows attackers to execute arbitrary code or cause a denial of service when unspecified vectors are exploited. This vulnerability, tracked as CVE-2016-1026, is different from several other CVEs related to Adobe Flash Player.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10266,"Divide-by-zero error in LibTIFF 4.0.7's tif_read.c component allows remote attackers to launch a denial of service attack, resulting in application crash, by exploiting a crafted TIFF image. This vulnerability affects the libtiff library and specifically occurs at line 351:22 in the tif_read.c file. Attackers can exploit this vulnerability remotely, potentially leading to a complete disruption of service.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-10267,"DIVIDE-BY-ZERO ERROR in LibTIFF 4.0.7 allows remote attackers to cause a denial of service when processing a crafted TIFF image in the libtiff/tif_ojpeg.c component. By exploiting this vulnerability, an attacker can trigger a divide-by-zero error leading to an application crash. This could potentially disrupt the availability of the affected system or service. The attack vector involves sending a malicious TIFF image to the vulnerable application.","av: N
ac: L
pr: N
ui: R
s: U
c: N
i: N
a: H",N,L,N,R,U,N,N,H
CVE-2016-10268,"Integer underflow in the tools/tiffcp.c component of LibTIFF 4.0.7 allows remote attackers to launch a denial of service attack or potentially have other unspecified impacts by exploiting a crafted TIFF image. This vulnerability, identified as CVE-2016-10268, results in a heap-based buffer under-read related to a ""READ of size 78490"" in libtiff/tif_unix.c:115:23. The attack type is a denial of service, and the affected software component is LibTIFF version 4.0.7. The attack vector involves manipulating a crafted TIFF image.","av: N
ac: L
pr: N
ui: R
s: U
c: N
i: N
a: H",N,L,N,R,U,N,N,H
CVE-2016-10269,"Heap-based buffer over-read in LibTIFF versions 4.0.0alpha4 to 4.0.7 allows remote attackers to cause a denial of service or potentially have unspecified other impact by exploiting a vulnerability in the handling of crafted TIFF images. The vulnerability is located in the libtiff/tif_unix.c file at line 340, where a ""READ of size 512"" can be triggered. This type of vulnerability can be exploited through various attack vectors, potentially leading to system crashes, data corruption, or even remote code execution.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-1027,MEMORY CORRUPTION in Adobe Flash Player before 18.0.0.343 and 19.x through 21.x before 21.0.0.213 on Windows and OS X and before 11.2.202.616 on Linux causes EXECUTION OF ARBITRARY CODE or DENIAL OF SERVICE when unspecified vectors are exploited. This vulnerability allows attackers to potentially execute malicious code or disrupt the normal operation of the affected software components.,"av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10270,"Heap-based buffer over-read in LibTIFF 4.0.7 allows remote attackers to cause a denial of service or potentially have unspecified other impact via a crafted TIFF image. This vulnerability occurs in the libtiff/tif_read.c file at line 523, with a ""READ of size 8"" leading to the issue. An attacker could exploit this vulnerability by sending a malicious TIFF image to a vulnerable system, causing the application to read beyond the allocated buffer in memory. This could result in a crash of the application or potentially allow the attacker to execute arbitrary code on the target system.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10271,"BUFFER OVER-READ and BUFFER OVERFLOW in LibTIFF 4.0.7 allows remote attackers to cause a denial of service or possibly have unspecified other impact when processing a crafted TIFF image. The vulnerability is located in the tif_fax3.c component of LibTIFF, specifically at line 413, column 13. Attackers can exploit this vulnerability by providing a malicious TIFF image as input.","av: N
ac: L
pr: N
ui: R
s: U
c: H
i: H
a: H",N,L,N,R,U,H,H,H
CVE-2016-10272,"BUFFER OVERFLOW in LibTIFF 4.0.7 causes DENIAL OF SERVICE or possibly other impact when processing a crafted TIFF image, specifically in the ""WRITE of size 2048"" operation in libtiff/tif_next.c:64:9. This vulnerability allows remote attackers to exploit the heap-based buffer overflow, leading to a potential denial of service or other unspecified impacts.","av: N
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",N,L,N,N,U,N,N,H
CVE-2016-10273,"Buffer overflow vulnerabilities in Jensen of Scandinavia AS Air:Link devices (AL3G, AL5000AC, AL59300) allow remote attackers to execute arbitrary code or crash the web service. These vulnerabilities exist in various parameters of the /goform/formWlanMP endpoint, including ateFunc, ateGain, ateTxCount, ateChan, ateRate, ateMacID, e2pTxPower1-7, e2pTx2Power1-7, ateTxFreqOffset, ateMode, ateBW, ateAntenna, e2pTxFreqOffset, e2pTxPwDeltaB, e2pTxPwDeltaG, e2pTxPwDeltaMix, e2pTxPwDeltaN, and readE2P. This allows attackers to potentially compromise the devices and disrupt their operation.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-10274,"An elevation of privilege vulnerability in the MediaTek touchscreen driver in Android could allow a local malicious application to execute arbitrary code within the kernel. This critical issue may result in a local permanent device compromise, potentially requiring the reinstallation of the operating system to restore the device's security. The attack type is privilege escalation, impacting the MediaTek touchscreen driver component in Android. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-10275,"An elevation of privilege vulnerability in the Qualcomm bootloader (AFFECTED COMPONENTS) allows a local malicious application to execute arbitrary code within the context of the kernel (ATTACK VECTOR). This critical issue (PROBLEM TYPE) poses a significant risk of local permanent device compromise, potentially requiring the reflashing of the operating system to repair the device (IMPACT). The vulnerability affects Android devices (SOFTWARE COMPONENTS) and is identified as CVE-2016-10275. This flaw could lead to unauthorized code execution and poses a serious threat to the security and integrity of affected devices.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-10276,"An elevation of privilege vulnerability in the Qualcomm bootloader in Android could allow a local malicious application to execute arbitrary code within the kernel, leading to a critical security risk. This issue may result in a local permanent device compromise, potentially requiring the reinstallation of the operating system to mitigate. The attack type is elevation of privilege, impacting the Qualcomm bootloader component in Android. The attack vector involves a local malicious application exploiting the vulnerability.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-10277,"An elevation of privilege vulnerability in the Motorola bootloader (affected components) could enable a local malicious application to execute arbitrary code within the context of the bootloader. This critical issue (problem type) poses a risk of local permanent device compromise, potentially requiring the reflashing of the operating system to repair the device (impact). The attack vector for this vulnerability is through a local malicious application exploiting the bootloader, leading to the execution of arbitrary code (attack vector). This vulnerability affects Android versions Kernel-3.10 and Kernel-3.18, with Android ID A-33840490.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-1028,"MEMORY CORRUPTION in Adobe Flash Player before 18.0.0.343 and 19.x through 21.x before 21.0.0.213 on Windows and OS X and before 11.2.202.616 on Linux causes arbitrary code execution or denial of service when unspecified vectors are exploited. This vulnerability allows attackers to manipulate memory in a way that could lead to the execution of malicious code or crashing of the software. The affected software components are Adobe Flash Player on various operating systems. Attackers can exploit this vulnerability through unspecified vectors, different from other known vulnerabilities such as CVE-2016-1012, CVE-2016-1020, CVE-2016-1021, CVE-2016-1022, CVE-2016-1023, CVE-2016-1024, CVE-2016-1025, CVE-2016-1026, CVE-2016-1027, CVE-2016-1029, CVE-2016-1032, and CVE-2016-1033.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-10280,"An elevation of privilege vulnerability in the MediaTek thermal driver in Android could allow a local malicious application to execute arbitrary code within the kernel, leading to a High severity impact. This vulnerability requires compromising a privileged process first. The attack type is elevation of privilege, affecting the MediaTek thermal driver component in Android. The attack vector involves a local malicious application exploiting the vulnerability. This issue is identified by CVE-2016-10280 with Android ID A-28175767 and reference M-ALPS02696445.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10281,"An elevation of privilege vulnerability in the MediaTek thermal driver in Android could allow a local malicious application to execute arbitrary code within the kernel, leading to a High impact. This issue requires compromising a privileged process first. The attack type is elevation of privilege, affecting the MediaTek thermal driver component. The attack vector involves a local malicious application exploiting the vulnerability.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10282,"An elevation of privilege vulnerability in the MediaTek thermal driver in Android could allow a local malicious application to execute arbitrary code within the kernel. This vulnerability is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the MediaTek thermal driver component in Android. The potential impact of this vulnerability is the execution of arbitrary code within the kernel, leading to unauthorized access and control of the system. The attack vector involves a local malicious application exploiting the vulnerability in the thermal driver.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-10283,"An elevation of privilege vulnerability in the Qualcomm Wi-Fi driver in Android's Kernel-3.10 and Kernel-3.18 allows a local malicious application to execute arbitrary code within the kernel's context. This issue is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the Qualcomm Wi-Fi driver in Android. The attack vector involves a local malicious application exploiting the vulnerability to gain kernel-level access and execute arbitrary code. This vulnerability, identified as CVE-2016-10283, poses a significant security risk to affected Android devices.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10284,"An elevation of privilege vulnerability in the Qualcomm video driver in Android's Kernel-3.10 and Kernel-3.18 (CVE-2016-10284) allows a local malicious application to execute arbitrary code within the kernel's context. This issue is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the Qualcomm video driver component. The attack vector involves a local malicious application exploiting the vulnerability to gain kernel-level access and execute arbitrary code. This vulnerability poses a significant security risk to affected Android devices.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10285,"An elevation of privilege vulnerability in the Qualcomm video driver in Android Kernel-3.18 (CVE-2016-10285) allows a local malicious application to execute arbitrary code within the kernel context. This vulnerability is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the Qualcomm video driver component in Android. The attack vector involves a local malicious application exploiting the vulnerability to execute arbitrary code within the kernel, potentially leading to further system compromise. References: QC-CR#1104899.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10286,"An elevation of privilege vulnerability in the Qualcomm video driver in Android's Kernel-3.18 allows a local malicious application to execute arbitrary code within the kernel's context. This vulnerability is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the security of the system by allowing unauthorized code execution. The affected software component is the Qualcomm video driver in Android's Kernel-3.18. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel. This could potentially lead to further system compromise and unauthorized access to sensitive information. References: QC-CR#1090237.","av: L
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",L,L,N,N,U,H,H,H
CVE-2016-10287,"An elevation of privilege vulnerability in the Qualcomm sound driver in Android's Kernel-3.10 and Kernel-3.18 allows a local malicious application to execute arbitrary code within the kernel's context. This vulnerability is rated as High due to the requirement of compromising a privileged process first. The attack type is elevation of privilege, impacting the security of the system. The affected software components are the Qualcomm sound driver in Android's Kernel-3.10 and Kernel-3.18. The attack vector involves a local malicious application exploiting the vulnerability to execute arbitrary code within the kernel's context. This vulnerability is identified as CVE-2016-10287 with Android ID A-33784446 and references QC-CR#1112751.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10288,"An elevation of privilege vulnerability in the Qualcomm LED driver in Android's Kernel-3.18 allows a local malicious application to execute arbitrary code within the kernel's context. This vulnerability requires compromising a privileged process first. The attack type is elevation of privilege, impacting the security of the system by allowing unauthorized code execution. The affected software component is the Qualcomm LED driver in Android's Kernel-3.18. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10289,"An elevation of privilege vulnerability in the Qualcomm crypto driver in Android's Kernel-3.10 and Kernel-3.18 (CVE-2016-10289) allows a local malicious application to execute arbitrary code within the kernel's context. This vulnerability is rated as High due to the requirement of compromising a privileged process first. The attack type is an elevation of privilege, impacting the Android operating system. The affected software components are the Qualcomm crypto driver and the Android kernel. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel. This could potentially lead to further system compromise and unauthorized access to sensitive information. References: QC-CR#1116295.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-1029,"MEMORY CORRUPTION in Adobe Flash Player on Windows, OS X, and Linux allows attackers to execute arbitrary code or cause a denial of service when unspecified vectors are exploited. This vulnerability, identified as CVE-2016-1029, is distinct from other vulnerabilities such as CVE-2016-1012, CVE-2016-1020, and others. The impact of this vulnerability is significant as it enables attackers to potentially take control of affected systems or disrupt their normal operation. Adobe Flash Player versions before 18.0.0.343, 19.x through 21.x before 21.0.0.213 on Windows and OS X, and before 11.2.202.616 on Linux are affected by this issue.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
CVE-2016-10290,"An elevation of privilege vulnerability in the Qualcomm shared memory driver in Android's Kernel-3.10 and Kernel-3.18 (CVE-2016-10290) allows a local malicious application to execute arbitrary code within the kernel's context. This vulnerability requires compromising a privileged process first. The attack type is elevation of privilege, impacting the security of the system by allowing unauthorized code execution. The affected software components are the Qualcomm shared memory driver in Android. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel. This issue is rated as High due to the potential for significant security breaches. References: QC-CR#1109782.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10291,"An elevation of privilege vulnerability in the Qualcomm Slimbus driver in Android Kernel-3.10 (CVE-2016-10291) allows a local malicious application to execute arbitrary code within the kernel context. This vulnerability requires compromising a privileged process first. The attack type is elevation of privilege, impacting the security of the system by allowing unauthorized code execution. The affected software component is the Qualcomm Slimbus driver in Android. The attack vector involves a local malicious application exploiting the vulnerability to gain elevated privileges and execute arbitrary code within the kernel. This issue is rated as High due to the potential for significant harm resulting from unauthorized code execution within the kernel. References: QC-CR#986837.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: H
a: H",L,L,H,N,U,H,H,H
CVE-2016-10292,"Denial of service vulnerability in the Qualcomm Wi-Fi driver in Android Kernel-3.10 and Kernel-3.18 allows a proximate attacker to cause a denial of service in the Wi-Fi subsystem. This issue is rated as High due to the possibility of remote denial of service. The vulnerability can be exploited by sending specially crafted packets to the affected Wi-Fi driver, leading to a disruption in Wi-Fi functionality. This could result in a loss of connectivity for users and potential disruption of network services. Attackers could potentially exploit this vulnerability remotely, posing a significant threat to the affected Android devices. Android ID: A-34514463. References: QC-CR#1065466.","av: A
ac: L
pr: N
ui: N
s: U
c: N
i: N
a: H",A,L,N,N,U,N,N,H
CVE-2016-10293,"INFORMATION DISCLOSURE in Qualcomm video driver causes UNAUTHORIZED DATA ACCESS when LOCAL MALICIOUS APPLICATION compromises PRIVILEGED PROCESS. This vulnerability affects Android Kernel-3.10, allowing a local malicious application to access data outside of its permission levels. The impact of this vulnerability is rated as Moderate as it requires compromising a privileged process first. The attack vector involves exploiting the Qualcomm video driver in Android. This vulnerability is identified as CVE-2016-10293 with Android ID A-33352393 and references QC-CR#1101943.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: N
a: N",L,L,H,N,U,H,N,N
CVE-2016-10294,"INFORMATION DISCLOSURE in Qualcomm power driver causes UNAUTHORIZED DATA ACCESS when LOCAL MALICIOUS APPLICATION compromises PRIVILEGED PROCESS. This vulnerability affects Android Kernel-3.10 and Kernel-3.18, allowing a local malicious application to access data outside of its permission levels. The impact of this vulnerability is rated as Moderate as it requires compromising a privileged process first. The attack vector involves exploiting the Qualcomm power driver in Android systems. This vulnerability is identified as CVE-2016-10294 with Android ID A-33621829 and referenced as QC-CR#1105481.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: N
a: N",L,L,H,N,U,H,N,N
CVE-2016-10295,"Information disclosure vulnerability in the Qualcomm LED driver in Android Kernel-3.18 allows a local malicious application to access data outside of its permission levels. This issue is rated as Moderate as it requires compromising a privileged process. The attack type is information disclosure, impacting the confidentiality of data. The affected software component is the Qualcomm LED driver in Android Kernel-3.18. The attack vector is a local malicious application exploiting the vulnerability to access unauthorized data.","av: L
ac: L
pr: L
ui: N
s: U
c: H
i: N
a: N",L,L,L,N,U,H,N,N
CVE-2016-10296,"INFORMATION DISCLOSURE in Qualcomm shared memory driver causes UNAUTHORIZED DATA ACCESS when LOCAL MALICIOUS APPLICATION compromises PRIVILEGED PROCESS. This vulnerability affects Android Kernel-3.10 and Kernel-3.18, allowing a local attacker to access data outside of its permission levels. The attack vector requires the malicious application to first compromise a privileged process. The impact of this Moderate-rated vulnerability is the potential exposure of sensitive information on the affected Android devices.","av: L
ac: L
pr: H
ui: N
s: U
c: H
i: N
a: N",L,L,H,N,U,H,N,N
CVE-2016-10297,"TIME-OF-CHECK TIME-OF-USE RACE CONDITION in TrustZone in all Android releases from CAF using the Linux kernel causes a potential vulnerability. This vulnerability could lead to unauthorized access or manipulation of sensitive data within TrustZone. Attackers could exploit this vulnerability by manipulating the timing of checks and uses of resources within TrustZone to gain unauthorized access. This could result in a breach of confidentiality, integrity, and availability of the affected system.","av: L
ac: H
pr: N
ui: N
s: U
c: H
i: H
a: H",L,H,N,N,U,H,H,H
CVE-2016-10298,"An elevation of privilege vulnerability in Qualcomm closed source components in Android kernel (CVE-2016-10298) allows attackers to gain elevated privileges on the affected system. This type of attack can lead to unauthorized access to sensitive information, modification of system settings, and execution of malicious code. The vulnerability affects Android devices utilizing Qualcomm components, posing a significant security risk. Attackers can exploit this vulnerability through various attack vectors, potentially compromising the integrity and confidentiality of the device.","av: L
ac: H
pr: N
ui: N
s: U
c: H
i: H
a: H",L,H,N,N,U,H,H,H
CVE-2016-10299,"An elevation of privilege vulnerability in Qualcomm closed source components in Android kernel (CVE-2016-10299) allows attackers to gain elevated privileges on the affected system. This type of vulnerability can lead to unauthorized access to sensitive data, execution of arbitrary code, and potentially complete control over the device. Attackers can exploit this vulnerability through various attack vectors, such as malicious apps or crafted network packets. It is crucial for users to apply security patches and updates to mitigate the risk of exploitation.","av: L
ac: H
pr: N
ui: R
s: U
c: H
i: H
a: H",L,H,N,R,U,H,H,H
CVE-2016-1030,"VULNERABILITY TYPE: Access Restriction Bypass in Adobe Flash Player

AFFECTED COMPONENTS: Adobe Flash Player versions before 18.0.0.343 and 19.x through 21.x on Windows and OS X, and before 11.2.202.616 on Linux

IMPACT: Attackers can bypass intended access restrictions

ATTACK VECTOR: The vulnerability allows attackers to exploit unspecified vectors to bypass access restrictions in Adobe Flash Player, potentially leading to unauthorized access or privilege escalation.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: N",N,L,N,N,U,H,H,N
CVE-2016-10304,"Denial of Service vulnerability in SAP EP-RUNTIME component in SAP NetWeaver AS JAVA 7.5 allows remote authenticated users to cause a denial of service (out-of-memory error and service instability) via a crafted serialized Java object, as demonstrated by serial.cc3, aka SAP Security Note 2315788. This vulnerability falls under the PROBLEM TYPE of Denial of Service in the AFFECTED COMPONENTS of SAP EP-RUNTIME component in SAP NetWeaver AS JAVA 7.5. The IMPACT of this vulnerability includes out-of-memory errors and service instability. The ATTACK VECTOR for this vulnerability is through a crafted serialized Java object, such as serial.cc3, by remote authenticated users.","av: N
ac: L
pr: L
ui: N
s: U
c: N
i: N
a: H",N,L,L,N,U,N,N,H
CVE-2016-10305,"Hidden root account with default password stored in cleartext in software update package on Trango devices (Trango Apex, ApexLynx, ApexOrion, ApexPlus, Giga, GigaLynx, GigaOrion, GigaPlus, GigaPro, StrataLink, StrataPro) allows unauthorized access to embedded UNIX OS via SSH and/or TELNET. This vulnerability poses a high risk as attackers can gain full control over the affected devices, potentially leading to unauthorized access, data theft, and system compromise.","av: N
ac: L
pr: N
ui: N
s: U
c: H
i: H
a: H",N,L,N,N,U,H,H,H
