ID,text,response,av,ac,pr,ui,s,c,i,a
CVE-2018-13844,A memory leak issue in the fai_read function within the faidx.c component of HTSlib 1.8 causes potential system instability and resource exhaustion when the object returned by fai_load() is not properly destructed in the user's code. This vulnerability primarily affects the test harness and it is disputed that HTSlib users would be aware of the need to handle this in their own code.,"av: N, ac: L, pr: N, ui: N, s: U, c: N, i: H, a: H",N,L,N,N,U,N,H,H
CVE-2020-14487,A HIDDEN DEFAULT USER ACCOUNT in OpenClinic GA 5.09.02 causes UNAUTHORIZED ACCESS AND EXECUTION OF ARBITRARY COMMANDS when AN ATTACKER UTILIZES THIS ACCOUNT IF NOT EXPRESSLY TURNED OFF BY AN ADMINISTRATOR.,"av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2016-6605,"The bypass of Sentry authorization in Impala, affecting versions CDH 5.2.0 through 5.7.2 and 5.8.0, causes unauthorized access and potential data breaches when remote attackers exploit this vulnerability.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-30283,"A Time-of-check Time-of-use (TOCTOU) problem in the UsbCoreDxe module of various Kernel versions causes potential System Management RAM (SMRAM) corruption and escalation of privileges when the USB working buffer is tampered with using Direct Memory Access (DMA) during certain USB transactions. The UsbCoreDxe module, which creates a working buffer for USB transactions outside of SMRAM, can be manipulated by an attacker to introduce untrusted input. This vulnerability arises due to the failure of the system to abort actions when a pointer is not found in the list of pointers to sanitize, leading to undefined behavior. This issue, discovered by Insyde engineering based on the general description provided by Intel's iSTARE group, affects Kernel versions 5.0 to 5.5 and has been fixed in subsequent versions. The attack vector is through the manipulation of the USB working buffer using DMA.","av: P, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",P,L,H,N,U,H,H,H
CVE-2018-3995,"A use-after-free vulnerability in the JavaScript engine of Foxit Software's PDF Reader, version 9.2.0.9297, causes arbitrary code execution when a specially crafted PDF document triggers a previously freed object in memory to be reused. The impact of this vulnerability is severe as it allows an attacker to execute arbitrary code. The affected component is the JavaScript engine of Foxit Software's PDF Reader. The attack vector involves an attacker tricking the user into opening a malicious file or, if the browser plugin extension is enabled, visiting a malicious site.","av: L, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",L,L,N,R,U,H,H,H
CVE-2019-13569,"A SQL Injection vulnerability in the Icegram Email Subscribers & Newsletters plugin through 4.1.7 for WordPress causes the execution of arbitrary SQL commands when exploited by a remote attacker. This successful exploitation of the vulnerability allows the attacker to manipulate the system's database, potentially leading to unauthorized access, data corruption, or even system takeover.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2019-1718,"A vulnerability in the web interface of Cisco Identity Services Engine (ISE) version 2.1 causes a denial of service (DoS) condition when an unauthenticated, remote attacker triggers high CPU usage. This problem arises due to improper handling of Secure Sockets Layer (SSL) renegotiation requests, which when sent at a high rate, can exploit this vulnerability. The impact of a successful exploit is an increase in resource usage on the system, eventually leading to a DoS condition.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: N, a: H",N,L,N,N,U,N,N,H
CVE-2019-17651,"An Improper Neutralization of Input vulnerability in the description and title parameters of a Device Maintenance Schedule in FortiSIEM version 5.2.5 and below causes a potential security breach when a remote authenticated attacker performs a Stored Cross Site Scripting attack (XSS). This issue arises due to the system's inability to properly sanitize user input, allowing the attacker to inject malicious JavaScript code into the description field of a Device Maintenance schedule. The impact of this vulnerability is significant as it could potentially allow the attacker to execute arbitrary code, manipulate web content, or steal sensitive information, all under the guise of a legitimate user. The affected components are the description and title parameters of a Device Maintenance Schedule in FortiSIEM version 5.2.5 and below. The attack vector is through a remote authenticated attacker injecting malicious JavaScript code.","av: N, ac: L, pr: L, ui: R, s: C, c: N, i: L, a: N",N,L,L,R,C,N,L,N
CVE-2018-2369,"An authentication flaw in SAP HANA, versions 1.00 and 2.00, allows an unauthenticated attacker to access restricted information when exploiting the authentication function of the SAP HANA server on its SQL interface. This vulnerability can lead to the disclosure of 8 bytes of the server process memory. The attacker, however, cannot influence or predict the location of the leaked memory.","av: N, ac: L, pr: N, ui: N, s: U, c: L, i: N, a: N",N,L,N,N,U,L,N,N
CVE-2018-20881,A Cross-Site Scripting (XSS) vulnerability in cPanel versions before 74.0.8 causes potential unauthorized access and manipulation of data when malicious scripts are injected and executed on the Security Questions login page (SEC-446).,"av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2022-0347,Reflected Cross-Site Scripting (XSS) vulnerability in the LoginPress | Custom Login Page Customizer WordPress plugin versions prior to 1.5.12 causes potential unauthorized access and manipulation of user data when the unescaped 'redirect-page' parameter is exploited.,"av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2023-45753,"A Cross-Site Request Forgery (CSRF) vulnerability in Gilles Dumas' 'which template file' plugin versions 4.6.0 and earlier, causes unauthorized actions to be performed on behalf of an authenticated user when a maliciously crafted web page is visited. This can potentially lead to the manipulation of the plugin's settings or data, compromising the security and functionality of the website.","av: N, ac: L, pr: N, ui: R, s: L, c: N, i: L, a: N",N,L,N,R,L,N,L,N
CVE-2021-0999,A missing permission check in the broadcast definition in AndroidManifest.xml in Android-12 (AFFECTED COMPONENTS) allows for a potential manipulation of the A2DP bluetooth device connection state (PROBLEM TYPE). This could lead to a local escalation of privilege (IMPACT) without requiring any additional execution privileges or user interaction (ATTACK VECTOR).,"av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2021-39362,"An XSS (Cross-Site Scripting) issue in ReCaptcha Solver 5.7 causes full control over the user's browser when a response from Anti-Captcha.com, RuCaptcha.com, 2captcha.com, DEATHbyCAPTCHA.com, ImageTyperz.com, or BestCaptchaSolver.com in setCaptchaCode() is inserted into the DOM as HTML. This vulnerability impacts the user's browser security, potentially allowing these servers to manipulate or steal sensitive information.","av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2018-1525,Failure to properly enable HTTP Strict Transport Security in IBM i2 Enterprise Insight Analysis 2.1.7 causes potential exposure of sensitive information when a remote attacker exploits this vulnerability using man in the middle techniques.,"av: N, ac: H, pr: N, ui: N, s: U, c: H, i: N, a: N",N,H,N,N,U,H,N,N
CVE-2017-7634,"Cross-site scripting (XSS) vulnerability in QNAP NAS application Media Streaming add-on versions 421.1.0.2, 430.1.2.0, and earlier causes the injection of arbitrary web script or HTML when a crafted link is triggered. This allows remote attackers to manipulate the web content viewed by users and potentially lead to unauthorized access or information theft.","av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2019-8565,"A race condition issue in iOS and macOS software components causes potential root privilege escalation when a malicious application is utilized as an attack vector. This vulnerability has been addressed with additional validation and is fixed in iOS 12.2, macOS Mojave 10.14.4.","av: L, ac: H, pr: N, ui: R, s: U, c: H, i: H, a: H",L,H,N,R,U,H,H,H
CVE-2021-39650,"An out-of-bounds write vulnerability exists in the Android kernel of Android operating system. This vulnerability is due to a missing bounds check, which could potentially allow an attacker to escalate local privileges to System execution level. The impact of this vulnerability is significant as it does not require user interaction for exploitation, thereby posing a serious threat to the security of the system. The affected components are unspecified at this time (TBD). The attack vector is also currently unspecified (TBD).","av: L, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",L,L,H,N,U,H,H,H
CVE-2016-2430,"A privilege escalation issue in the libbacktrace/Backtrace.cpp component of debuggerd in Android versions 4.x before 4.4.4, 5.0.x before 5.0.2, 5.1.x before 5.1.1, and 6.x before 2016-05-01 allows attackers to gain unauthorized privileges. This vulnerability is triggered when an application containing a maliciously crafted symbol name is executed, also known as internal bug 27299236. The impact of this vulnerability is significant as it can potentially allow an attacker to gain control over the affected system.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2017-10395,"A vulnerability in the GangwayActivityWebApp subcomponent of the Oracle Hospitality Cruise Fleet Management component of Oracle Hospitality Applications, specifically version 9.0.2.0, allows for potential unauthorized data manipulation and access. This easily exploitable issue enables a low privileged attacker with network access via HTTP to compromise the Oracle Hospitality Cruise Fleet Management system. Successful exploitation of this vulnerability can result in unauthorized update, insert, or delete access to some of Oracle Hospitality Cruise Fleet Management's accessible data, as well as unauthorized read access to a subset of the system's accessible data. The impact of this vulnerability is a breach of both confidentiality and integrity. The attack vector is network-based.","av: N, ac: L, pr: L, ui: N, s: U, c: N, i: L, a: H",N,L,L,N,U,N,L,H
CVE-2021-21224,"Type confusion in V8 engine in Google Chrome versions prior to 90.0.4430.85 causes arbitrary code execution inside a sandbox when a remote attacker utilizes a crafted HTML page. This vulnerability allows the attacker to potentially gain unauthorized access or control, impacting the security and integrity of the system.","av: N, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",N,L,N,R,U,H,H,H
CVE-2021-3493,"Improper validation in the overlayfs implementation of the Linux kernel causes elevated privileges when an attacker utilizes the combination of unprivileged user namespaces and a patch in the Ubuntu kernel that allows unprivileged overlay mounts. This vulnerability impacts the setting of file capabilities on files in an underlying file system, potentially allowing an attacker to gain unauthorized access and control.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2016-5507,"An unspecified vulnerability in the InnoDB component of Oracle MySQL versions 5.6.32 and earlier, as well as 5.7.14 and earlier, causes potential disruptions in availability when exploited by remote administrators via undisclosed attack vectors.","av: N, ac: H, pr: H, ui: N, s: U, c: N, i: N, a: H",N,H,H,N,U,N,N,H
CVE-2021-42654,An unrestricted file upload vulnerability in SiteServer CMS versions prior to V5.1 causes potential execution of arbitrary code when a file with a dangerous type (getshell) is uploaded. This could be exploited by an attacker to gain unauthorized access and control over the system.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2020-10720,"A flaw in the GRO implementation of the Linux kernel in versions before 5.2 causes system crash when exploited by an attacker with local access. This vulnerability impacts the system's stability and potentially its availability, affecting all systems running on the vulnerable versions of the Linux kernel. The attack vector is primarily through local access, requiring the attacker to have some level of privileges on the system.","av: L, ac: L, pr: L, ui: N, s: U, c: N, i: N, a: H",L,L,L,N,U,N,N,H
CVE-2016-4614,"Memory corruption vulnerability in libxml2 component of Apple iOS before 9.3.3, OS X before 10.11.6, iTunes before 12.4.2 on Windows, iCloud before 5.2.1 on Windows, tvOS before 9.2.2, and watchOS before 2.2.2 causes a denial of service or possibly other unspecified impacts when exploited by remote attackers via unknown vectors. This vulnerability is distinct from CVE-2016-4615, CVE-2016-4616, and CVE-2016-4619.","av: N, ac: L, pr: N, ui: N, s: U, c: L, i: L, a: N",N,L,N,N,U,L,L,N
CVE-2021-38452,"A PATH TRAVERSAL VULNERABILITY in the MOXA MXVIEW NETWORK MANAGEMENT SOFTWARE VERSIONS 3.X TO 3.2.2 causes POTENTIAL UNAUTHORIZED CODE EXECUTION when AN ATTACKER EXPLOITS THE VULNERABILITY TO CREATE OR OVERWRITE CRITICAL FILES USED TO EXECUTE CODE, SUCH AS PROGRAMS OR LIBRARIES.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-29587,"The improper privilege management in the internal Chromium browser of Konica Minolta bizhub MFP devices before 2022-04-14 causes escalated privileges when the browser is executed. This vulnerability allows the browser to run with root (aka superuser) access privileges, potentially enabling unauthorized users to gain full control over the system.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2018-7799,"A DLL hijacking vulnerability in Schneider Electric Software Update (SESU), all versions prior to V2.2.0, causes potential execution of arbitrary code when an attacker places a specific DLL file. This vulnerability could allow an attacker to gain control over the targeted system, impacting its overall security and integrity.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2020-7656,"Cross-site Scripting (XSS) vulnerability in jquery versions prior to 1.9.0 causes potential unauthorized execution of script logic when the load method fails to recognize and remove ""<script>"" HTML tags containing a whitespace character. This flaw can lead to potential security breaches, allowing attackers to inject malicious scripts into web pages viewed by other users.","av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2020-0787,"An Elevation of Privilege vulnerability in Windows Background Intelligent Transfer Service (BITS) causes unauthorized access and control over system resources when the service improperly handles symbolic links, aka 'Windows Background Intelligent Transfer Service Elevation of Privilege Vulnerability'.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2022-22269,The improper storage of sensitive data in the unprotected BluetoothSettingsProvider prior to SMR Jan-2022 Release 1 causes potential data leakage when untrusted applications exploit this vulnerability to access a local Bluetooth MAC address.,"av: L, ac: L, pr: L, ui: N, s: U, c: H, i: N, a: N",L,L,L,N,U,H,N,N
CVE-2020-3482,"Improper validation of connection information in the Traversal Using Relays around NAT (TURN) server component of Cisco Expressway software causes a security bypass, potentially leading to unauthorized network access when an unauthenticated, remote attacker sends specially crafted network traffic to the affected software.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2020-19003,"A bypass vulnerability in Gate One 1.2.0 allows attackers to circumvent the verification check performed by the origins list, leading to unauthorized access when connecting to Gate One instances used by hosts not on the origins list. This issue exposes the system to potential unauthorized activities and data breaches.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-3378,"An improper data validation issue in Horner Automation's Cscape version 9.90 SP 7 and prior versions causes arbitrary code execution when a user opens a maliciously formed FNT file. This vulnerability arises due to the software's failure to properly validate user-supplied data, leading to an attacker accessing an uninitialized pointer and causing an out-of-bounds memory write.","av: L, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",L,L,N,R,U,H,H,H
CVE-2020-29621,"An insufficient security check in macOS Big Sur, Catalina, and Mojave's privacy preferences causes a potential privacy breach when a malicious application is executed. This vulnerability may allow the application to bypass the system's privacy preferences, leading to unauthorized access to sensitive information.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: N, a: N",L,L,L,N,U,H,N,N
CVE-2023-37268,"An authentication bypass vulnerability in Warpgate, an SSH, HTTPS, and MySQL bastion host for Linux, can lead to unauthorized access and potential compromise of user accounts when an attacker authenticates as another user. This issue particularly affects user accounts without a second factor enabled for authentication. The vulnerability has been addressed in commit `8173f6512a` and in releases starting with version 0.7.3. Users are strongly advised to upgrade to the latest version or enforce the use of a second factor in authentication to mitigate the risk.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2020-36008,"An arbitrary file write vulnerability in OBottle 2.0, specifically within the \c\t.php component, can lead to unauthorized modification of files when exploited. This vulnerability allows attackers to write arbitrary files, potentially leading to more severe system compromises. The attack can be executed if the attacker can manipulate the input parameters to the vulnerable component.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: H, a: H",N,L,N,N,U,N,H,H
CVE-2022-1990,"Stored Cross-Site Scripting (XSS) vulnerability in the Nested Pages WordPress plugin before version 3.1.21 causes potential security breaches when high privilege users manipulate unfiltered_html settings. This issue arises due to the plugin's failure to properly escape and sanitize some of its settings, providing an attack vector for malicious users to exploit.","av: N, ac: L, pr: H, ui: R, s: C, c: L, i: L, a: N",N,L,H,R,C,L,L,N
CVE-2020-5622,"A Denial of Service (DoS) vulnerability in Shadankun Server Security Type (excluding normal blocking method types) version 1.5.3 and earlier causes a disruption in service, potentially preventing the addition of newly detected attack source IP addresses as blocking targets for approximately 10 minutes when a remote attacker sends a specially crafted request.","av: N, ac: L, pr: N, ui: N, s: U, c: N, i: N, a: H",N,L,N,N,U,N,N,H
CVE-2024-1022,"A Cross-Site Scripting (XSS) vulnerability in the Add Class Page component of CodeAstro Simple Student Result Management System 5.6 causes potential unauthorized access and manipulation when the Class Name argument in the /add_classes.php file is exploited. This problematic vulnerability, identified as CVE-2024-1022 and VDB-252291, can be initiated remotely and has been publicly disclosed, increasing the risk of potential attacks.","av: N, ac: L, pr: N, ui: R, s: C, c: L, i: L, a: N",N,L,N,R,C,L,L,N
CVE-2022-27184,"An out-of-bounds write vulnerability in the affected product allows the potential execution of arbitrary code when exploited by an attacker. This critical flaw can lead to unauthorized modification of data, disruption of service, or unauthorized disclosure of information. The vulnerability is triggered when an attacker sends specially crafted data to the affected software component, causing it to write data beyond the intended boundary. This could potentially allow the attacker to execute arbitrary code with the privileges of the user running the affected software.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2020-0154,"An incorrect bounds check in the nci_proc_core_rsp of nci_hrcv.cc in Android-10 (AFFECTED COMPONENTS) leads to a possible out of bounds read (PROBLEM TYPE). This could result in local information disclosure (IMPACT) when the device firmware is compromised, with System execution privileges needed (ATTACK VECTOR). Notably, user interaction is not required for the exploitation of this vulnerability.","av: L, ac: L, pr: H, ui: N, s: U, c: H, i: N, a: N",L,L,H,N,U,H,N,N
CVE-2020-29297,"Multiple SQL Injection vulnerabilities in the tourist5 Online-food-ordering-system 1.0 cause unauthorized access and manipulation of data when an attacker injects malicious SQL code into the system. This can lead to data theft, data loss, or unauthorized changes to the system's data. The affected components are the software's database and any features that interact with it. The attack vector is typically through user input fields that interact with the database.","av: N, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",N,L,N,R,U,H,H,H
CVE-2021-3793,An improper access control vulnerability in Motorola-branded Binatone Hubble Cameras causes potential information disclosure or unauthorized device firmware updates when an unauthenticated attacker on the same network accesses administrative pages.,"av: A, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",A,L,N,N,U,H,H,H
CVE-2023-30576,"Buffer reference after free in Apache Guacamole's RDP audio input buffer (versions 0.9.10 through 1.5.1) causes potential arbitrary code execution when an attacker exploits the timing of the freed buffer. This execution occurs with the privileges of the guacd process, potentially compromising the security of the system.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2019-3687,"A permission misconfiguration in the permission package of SUSE Linux Enterprise Server causes unauthorized network traffic sniffing when local users run dumpcap in the ""easy"" permission profile. This vulnerability impacts all versions of SUSE Linux Enterprise Server permissions starting from 85c83fef7e017f8ab7f8602d3163786d57344439 to 081d081dcfaf61710bda34bc21c80c66276119aa, allowing all local users to potentially access sensitive network information.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: N",L,L,L,N,U,H,H,N
CVE-2018-2990,"A vulnerability in the Integration Broker subcomponent of the PeopleSoft Enterprise PeopleTools component of Oracle PeopleSoft Products, specifically affecting versions 8.55 and 8.56, can lead to significant data breaches when exploited by an unauthenticated attacker with network access via HTTP. The impact of this difficult-to-exploit vulnerability includes unauthorized creation, deletion, or modification access to critical data or all accessible data within PeopleSoft Enterprise PeopleTools. Furthermore, it can also result in unauthorized access to critical data or complete access to all accessible data within PeopleSoft Enterprise PeopleTools. The attack vector for this vulnerability is primarily through network access via HTTP.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2022-43764,Insufficient validation of input parameters in the configuration change function of the Tbase server in B&R APROL versions < R 4.2-07 causes a buffer overflow vulnerability. This can lead to severe impacts such as Denial-of-Service conditions or even the execution of arbitrary code when malicious actors exploit this vulnerability.,"av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2023-27148,"A stored cross-site scripting (XSS) vulnerability in the Admin panel of Enhancesoft osTicket v1.17.2 causes the execution of arbitrary web scripts or HTML when a crafted payload is injected into the Role Name parameter. This allows attackers to potentially gain unauthorized access or control, impacting the security and integrity of the system.","av: N, ac: L, pr: L, ui: R, s: C, c: L, i: L, a: N",N,L,L,R,C,L,L,N
CVE-2023-50343,An Improper Access Control vulnerability in HCL DRYiCE MyXalytics' Controller APIs causes unauthorized access to sensitive user information when Customer Admin Users exploit certain accessible API endpoints.,"av: N, ac: L, pr: N, ui: R, s: U, c: H, i: N, a: N",N,L,N,R,U,H,N,N
CVE-2017-17593,"Arbitrary File Upload vulnerability in the 'my_profile.php' component of Simple Chatting System 1.0 causes unauthorized access and potential system compromise when exploited via the 'view' function. This issue allows attackers to upload arbitrary files under the 'uploads/' directory, potentially leading to further attacks.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2019-9705,"A memory consumption issue in Vixie Cron before the 3.0pl1-133 Debian package causes a denial of service when a local user utilizes a large crontab file as an attack vector. This is due to the software accepting an unlimited number of lines, thereby affecting the overall system performance.","av: L, ac: L, pr: L, ui: N, s: U, c: N, i: N, a: H",L,L,L,N,U,N,N,H
CVE-2021-21263,"Query binding exploitation in Laravel versions prior to 6.20.11, 7.30.2 and 8.22.1, as well as the illuminate/database package used by Laravel, can lead to unexpected query results when a maliciously crafted request is made. This occurs when a field that is typically a non-array value is presented as an array, and this input is not validated or cast to its expected type before being passed to the query builder. This can result in an unexpected number of query bindings being added to the query. In certain scenarios, this may simply result in no results being returned by the query builder. However, it is possible that some queries could be manipulated in a way that causes the query to return unexpected results, potentially leading to data leakage or unauthorized data manipulation.","av: N, ac: L, pr: N, ui: N, s: U, c: L, i: N, a: H",N,L,N,N,U,L,N,H
CVE-2020-0239,"A permissions bypass issue in the getDocumentMetadata of DocumentsContract.java in Android-9 and Android-10 allows for a possible disclosure of location metadata from a file. This vulnerability could lead to local information disclosure from a file, such as a photo, containing location metadata without requiring any additional execution privileges. The exploitation of this vulnerability does not require any user interaction. The impact of this vulnerability is a potential breach of user privacy due to unauthorized access to location metadata.","av: N, ac: L, pr: N, ui: N, s: U, c: L, i: N, a: N",N,L,N,N,U,L,N,N
CVE-2018-20980,Parameter tampering in the ninja-forms plugin before version 3.2.15 for WordPress causes unauthorized data manipulation when a malicious user tampers with the parameters.,"av: N, ac: L, pr: N, ui: R, s: U, c: N, i: H, a: N",N,L,N,R,U,N,H,N
CVE-2019-0151,"Insufficient memory protection in Intel(R) Trusted Execution Technology (TXT) for certain Intel(R) Core Processors and Intel(R) Xeon(R) Processors causes potential escalation of privilege when a privileged user gains local access. This vulnerability may allow the privileged user to exploit the system, leading to unauthorized access and control.","av: L, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",L,L,H,N,U,H,H,H
CVE-2020-23972,"Unrestricted File Upload vulnerability in the GMapFP component of Joomla versions J3.5 and J3.5free allows unauthorized remote attackers to execute arbitrary code. This occurs when an attacker accesses the upload function without authentication and uploads files with double extensions by changing the content-type. The impact of this vulnerability is potentially high, as it could lead to unauthorized access and control over the system.","av: N, ac: L, pr: N, ui: N, s: U, c: H, i: H, a: H",N,L,N,N,U,H,H,H
CVE-2021-1612,"Improper access controls in Cisco IOS XE SD-WAN Software CLI causes arbitrary file overwrite when an authenticated, local attacker places a symbolic link in a specific location on the local file system. This vulnerability could allow the attacker to overwrite arbitrary files on an affected device, potentially compromising system integrity.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
CVE-2016-4573,"Authentication bypass vulnerability in Fortinet FortiSwitch models FSW-108D-POE, FSW-124D, FSW-124D-POE, FSW-224D-POE, FSW-224D-FPOE, FSW-248D-POE, FSW-248D-FPOE, FSW-424D, FSW-424D-POE, FSW-424D-FPOE, FSW-448D, FSW-448D-POE, FSW-448D-FPOE, FSW-524D, FSW-524D-FPOE, FSW-548D, FSW-548D-FPOE, FSW-1024D, FSW-1048D, FSW-3032D, and FSW-R-112D-POE, when in FortiLink managed mode and upgraded to 3.4.1, causes unauthorized administrative access when remote attackers use an empty password for the rest_admin account. This vulnerability might allow attackers to bypass the authentication process and gain administrative privileges, potentially leading to further exploitation of the system.","av: N, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",N,L,L,N,U,H,H,H
CVE-2022-3879,"Improper authorisation and Cross-Site Request Forgery (CSRF) in the Car Dealer (Dealership) and Vehicle sales WordPress Plugin before version 3.05 causes unauthorized installation and activation of arbitrary plugins when an authenticated user, such as a subscriber, exploits an AJAX action. This vulnerability allows any authenticated user to install and activate any plugin from wordpress.org, potentially leading to a compromise of the WordPress site.","av: N, ac: L, pr: L, ui: R, s: U, c: N, i: L, a: N",N,L,L,R,U,N,L,N
CVE-2017-0713,"A remote code execution problem in the Android libraries (sfntly) causes potential unauthorized access and control when exploited by a malicious entity. This vulnerability affects Android versions 4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1, 7.1.2. The impact of this vulnerability is severe as it allows attackers to execute arbitrary code remotely, potentially leading to unauthorized access and control over the device. The attack vector is typically through a crafted file or application that exploits this vulnerability in the Android libraries. Android ID associated with this vulnerability is A-32096780.","av: L, ac: L, pr: N, ui: R, s: U, c: H, i: H, a: H",L,L,N,R,U,H,H,H
CVE-2022-46341,An Out-of-Bounds Memory Access vulnerability in the XIPassiveUngrab request handler of X.Org causes local privilege elevation and potential remote code execution when invoked with a high keycode or button code. This issue particularly impacts systems where the X server is running privileged and can be exploited through ssh X forwarding sessions.,"av: L, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",L,L,H,N,U,H,H,H
CVE-2022-41949,"A Server Side Request Forgery (SSRF) vulnerability in DHIS 2, an open-source information system for data management and analytics, allows an authenticated user to craft a request that instructs the server to make requests to external resources. This could potentially enable an attacker to identify vulnerable services that may not be publicly exposed or to determine the presence of a specific file on the DHIS2 server. The impact of this vulnerability is the potential exposure of sensitive information or services, and the attack vector is through a maliciously crafted request by an authenticated user. DHIS2 administrators are advised to upgrade to the hotfix releases: 2.36.12.1, 2.37.8.1, 2.38.2.1, 2.39.0.1 to mitigate this vulnerability. Currently, there is no known workaround for this issue.","av: N, ac: L, pr: L, ui: R, s: U, c: H, i: N, a: N",N,L,L,R,U,H,N,N
CVE-2022-25081,"A command injection vulnerability in the ""Main"" function of TOTOLink T10 V5.9c.5061_B20200511 causes potential unauthorized execution of arbitrary commands when exploited via the QUERY_STRING parameter. This vulnerability allows attackers to manipulate the system, potentially leading to a compromise of the system's integrity and confidentiality.","av:N,ac:L,pr:N,ui:N,s:U,c:H,i:H,a:H",N,L,N,N,U,H,H,H
CVE-2023-25116,"Buffer overflow vulnerabilities in the vtysh_ubus binary of Milesight UR32L v32.3.0.5 cause arbitrary code execution when a specially crafted HTTP request is sent. This problem occurs in the set_openvpn_client function with the local_virtual_ip and the remote_virtual_ip variables. An attacker with high privileges can exploit these vulnerabilities by sending HTTP requests, leading to potential system compromise.","av: N, ac: L, pr: H, ui: N, s: U, c: H, i: H, a: H",N,L,H,N,U,H,H,H
CVE-2023-28869,"A symbolic link exploitation vulnerability in the Support Assistant component of NCP Secure Enterprise Client versions prior to 12.22 allows attackers to read the contents of arbitrary files on the operating system. The impact of this vulnerability is unauthorized access to sensitive information, which can be exploited by an attacker creating a symbolic link.","av: L, ac: L, pr: N, ui: R, s: U, c: H, i: N, a: N",L,L,N,R,U,H,N,N
CVE-2019-1414,"An elevation of privilege vulnerability in Visual Studio Code causes unauthorized access and potential control over system resources when a debug listener is exposed to users of a local computer, also known as 'Visual Studio Code Elevation of Privilege Vulnerability'. This issue affects all users of the software and can be exploited by anyone with access to the local machine, potentially leading to unauthorized changes or data breaches.","av: L, ac: L, pr: L, ui: N, s: U, c: H, i: H, a: H",L,L,L,N,U,H,H,H
